"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Answer RRs","Protocols in frame","IP_Flags","tcp_Flags","Next sequence number","Sequence number","TCP Segment Len","udp_Length"
"171","31.463877","fe80::981:b1fd:8de1:811e","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"172","31.465947","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"173","31.466060","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"174","31.600967","::","ff02::1:ff00:b30","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"175","31.601090","fe80::981:b1fd:8de1:811e","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"176","31.601254","fd2d:ab8c:225::b30","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"177","31.602996","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"178","31.603095","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"179","31.641462","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"180","31.661401","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"181","31.961471","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"182","31.961662","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"183","31.961727","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"184","31.962826","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"185","31.962851","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"186","31.963000","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"187","32.409696","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"188","33.965389","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"189","34.067130","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"190","34.358313","fe80::b504:f453:742b:7a21","ff02::1:ff00:cc7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"191","34.967206","PcsCompu_e1:e3:8a","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"192","35.003387","fe80::4a8:b1f0:5819:1034","ff02::1:ff0b:2224","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"193","35.530009","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"194","35.636595","fe80::5440:d617:fa87:1f07","ff02::1:ff98:fae8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"195","35.785722","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"196","36.415084","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffd5:db1c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"197","36.961632","fe80::294d:3ea3:b53c:c77f","ff02::1:ff3c:c77f","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"198","37.032155","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"199","37.507205","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"200","37.917548","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffb4:1ef9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"201","38.289477","fe80::7479:68ba:3dc6:1d14","ff02::1:ffc6:1d14","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"202","38.353740","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"203","38.463860","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"204","38.854672","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"205","38.854684","fe80::b504:f453:742b:7a21","ff02::1:ff2b:7a21","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"206","39.200570","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"207","39.200645","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff00:2c6","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"208","39.565544","fe80::f802:c758:21ff:4cef","ff02::1:ff00:d25","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"209","39.642722","fe80::5440:d617:fa87:1f07","ff02::1:ff87:1f07","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"210","39.642734","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"211","40.163599","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff3e:dd3c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"212","40.566803","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"213","40.702564","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"214","40.796514","fe80::f106:5909:32ae:f4cb","ff02::1:ffae:f4cb","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"215","41.243632","fe80::695d:d39c:6fe8:612","ff02::1:ff00:280","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"216","41.297435","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"217","41.297524","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"218","41.458528","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"219","41.595614","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"220","41.744245","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"221","41.913168","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"222","41.967715","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"223","41.968620","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","183","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","129"
"224","42.530420","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff62:aec8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"225","42.596383","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"226","42.735959","fe80::695d:d39c:6fe8:612","ff02::1:ffaf:b9b4","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"227","42.785453","fe80::7479:68ba:3dc6:1d14","ff02::1:ffb1:5cc9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"228","42.967094","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"229","42.968260","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","215","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","161"
"230","42.989911","fe80::981:b1fd:8de1:811e","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"231","42.991963","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"232","42.992100","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"233","43.004539","fe80::4a8:b1f0:5819:1034","ff02::1:ff19:1034","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"234","43.097702","::","ff02::1:ff00:994","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"235","43.097846","fe80::981:b1fd:8de1:811e","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"236","43.097983","fd2d:ab8c:225::994","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"237","43.099824","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"238","43.099943","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"239","43.167802","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff92:eff9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"240","43.167925","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"241","43.361130","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"242","43.488521","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"243","43.488649","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"244","43.488843","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"245","43.489937","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"246","43.489996","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"247","43.491123","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"248","43.961696","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"249","45.493315","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"250","45.793851","fe80::f106:5909:32ae:f4cb","ff02::1:ffae:f4cb","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"251","46.499925","fe80::4a8:b1f0:5819:1034","ff02::1:ff19:1034","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"252","46.565525","fe80::f802:c758:21ff:4cef","ff02::1:ff00:d25","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"253","46.910706","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"254","47.537053","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff62:aec8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"255","47.664242","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff92:eff9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"256","48.243610","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"257","48.358354","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"258","48.358478","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"259","48.694635","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"260","49.459866","fe80::294d:3ea3:b53c:c77f","ff02::1:ff3c:c77f","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"261","49.459925","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"262","49.596409","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"263","50.030943","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"264","50.300304","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"265","51.098564","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"266","51.288254","fe80::7479:68ba:3dc6:1d14","ff02::1:ffc6:1d14","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"267","51.532819","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"268","51.639599","fe80::5440:d617:fa87:1f07","ff02::1:ff98:fae8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"269","52.073328","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"270","52.073400","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"271","52.140695","fe80::5440:d617:fa87:1f07","ff02::1:ff87:1f07","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"272","52.239583","fe80::695d:d39c:6fe8:612","ff02::1:ffaf:b9b4","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"273","52.508685","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"274","52.641364","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"275","52.790376","fe80::7479:68ba:3dc6:1d14","ff02::1:ffb1:5cc9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"276","52.790413","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"277","52.793900","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"278","52.855227","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"279","53.161722","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"280","53.200605","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"281","53.285500","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:f72","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"282","53.465991","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"283","53.494259","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"284","53.495221","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","183","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","129"
"285","53.856735","fe80::b504:f453:742b:7a21","ff02::1:ff00:cc7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"286","53.910414","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffb4:1ef9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"287","54.000651","fe80::4a8:b1f0:5819:1034","ff02::1:ff0b:2224","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"288","54.241748","fe80::695d:d39c:6fe8:612","ff02::1:ff00:280","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"289","54.357194","fe80::b504:f453:742b:7a21","ff02::1:ff2b:7a21","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"290","54.494314","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"291","54.495538","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","215","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","161"
"292","54.497660","fe80::981:b1fd:8de1:811e","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"293","54.499640","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"294","54.499725","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"295","54.569900","192.168.1.2","239.255.255.250","SSDP","214","53890","1900","","eth:ethertype:ip:udp:ssdp","0x40","","","","","180"
"296","54.594016","::","ff02::1:ff00:99e","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"297","54.594137","fe80::981:b1fd:8de1:811e","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"298","54.594435","fd2d:ab8c:225::99e","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"299","54.596168","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"300","54.596291","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"301","54.664019","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff3e:dd3c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"302","54.702905","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff00:2c6","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"303","54.912018","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffd5:db1c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"304","54.994650","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"305","54.994787","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"306","54.994914","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"307","54.996005","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"308","54.996107","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"309","54.997083","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"310","55.144938","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"311","55.571034","192.168.1.2","239.255.255.250","SSDP","214","53890","1900","","eth:ethertype:ip:udp:ssdp","0x40","","","","","180"
"312","56.572116","192.168.1.2","239.255.255.250","SSDP","214","53890","1900","","eth:ethertype:ip:udp:ssdp","0x40","","","","","180"
"313","56.997369","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"314","57.167924","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff3e:dd3c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"315","57.168020","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff92:eff9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"316","57.196339","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"317","57.196442","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"318","57.351816","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"319","57.351827","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"320","57.415064","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffd5:db1c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"321","57.461438","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"322","57.532062","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"323","57.573213","192.168.1.2","239.255.255.250","SSDP","214","53890","1900","","eth:ethertype:ip:udp:ssdp","0x40","","","","","180"
"324","58.139021","fe80::5440:d617:fa87:1f07","ff02::1:ff87:1f07","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
